sample,study,group,cancer_abbr,tissue,sample_type,CDCP1,MET,EPHA2,ERBB2,EGFR,TFRC,ACKR3,IGF2R,LDLR,SORT1,LRP1,ASGR1
TCGA-75-6203-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.7634,4.4209,3.0583,5.6679,3.9279,5.3844,3.4046,5.1185,4.852,5.1031,6.2248,2.3757
GTEX-QCQG-1626-SM-48U26,GTEX,Normal_GTEx,,Colon,Normal Tissue,3.5046,2.4542,2.516,5.9669,3.3291,6.3681,3.717,4.3526,5.2479,4.1898,5.7449,0.7137
TCGA-XU-A92O-01,TCGA,Tumor_TCGA,THYM,Thymus,Primary Tumor,0.9184,3.121,3.7528,3.4777,4.0738,3.1827,0.6135,3.6404,2.101,4.0197,5.0734,0.9561
TCGA-AB-2863-03,TCGA,Tumor_TCGA,LAML,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,2.516,0.189,0.0841,1.4489,0.0566,7.8018,2.1667,1.844,3.0197,1.1309,1.6915,0.251
TCGA-GU-A763-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,3.2509,2.9505,3.6747,5.5696,1.7655,2.903,3.4033,2.5033,3.6218,2.9297,2.1827,0.3103
GTEX-Y9LG-1726-SM-4VBQE,GTEX,Normal_GTEx,,Testis,Normal Tissue,0.8875,0.8074,1.9146,4.3089,3.0321,4.5416,3.9212,3.9402,2.6622,5.4403,5.2376,3.5945
GTEX-13VXU-0826-SM-5KLZ2,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,2.8156,3.3687,4.2898,6.5985,4.1763,4.0993,5.6614,4.4449,2.9336,5.2079,6.689,2.854
GTEX-OIZH-0926-SM-48TBR,GTEX,Normal_GTEx,,Spleen,Normal Tissue,0.4542,1.8359,3.0356,3.3631,2.6392,3.5717,5.5429,4.5789,4.0374,3.6218,6.2519,2.1667
GTEX-QVJO-0011-R8A-SM-447C7,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.3448,0.7399,1.4803,2.322,1.6461,3.6229,2.5286,2.7225,3.0339,5.0242,5.7769,2.842
TCGA-QH-A6CX-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.8399,1.546,1.3673,5.4963,7.8749,4.4763,4.9528,2.9088,2.5084,5.8955,7.663,2.4409
GTEX-ZPIC-2026-SM-57WG3,GTEX,Normal_GTEx,,Stomach,Normal Tissue,0.4957,1.9222,3.7104,4.9864,4.9283,5.1052,6.1204,4.4409,2.9088,5.478,7.5762,1.774
TCGA-VQ-A8PU-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,5.5361,5.2281,6.2026,6.981,4.4449,6.4146,3.4764,5.9201,7.6527,5.489,6.1835,0.2987
TCGA-B0-5691-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,3.3306,6.3234,4.0009,6.1831,5.6144,4.7538,5.3402,5.9955,4.1086,5.6713,5.993,0.7137
TCGA-YL-A8SO-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.1922,1.8359,1.7528,6.3891,3.6473,3.144,2.359,4.8933,4.2876,3.106,5.1081,1.6599
TARGET-10-PARLAF-09,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Bone Marrow,0.0426,0.0,0.8718,0.0976,0.0,3.7027,2.1375,2.4383,3.3031,0.3448,0.8237,0.5753
TCGA-85-A510-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,2.3561,2.1177,2.0143,6.2659,1.9222,6.7133,7.2928,4.3139,2.8778,3.5509,4.8783,1.1177
TCGA-DF-A2KU-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,1.257,2.4276,2.653,5.5753,0.111,4.5385,0.8718,2.4931,3.9184,4.0592,4.0798,1.541
TCGA-37-A5EN-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,3.2646,5.6124,3.7377,5.5823,4.1788,5.706,4.1811,4.634,4.2456,3.3868,5.1847,1.903
TCGA-G2-A3IB-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,4.9823,3.9542,6.2526,5.1675,4.934,6.3036,7.8976,5.0828,6.219,4.9928,6.8613,1.0635
GTEX-ZXES-0826-SM-5E43C,GTEX,Normal_GTEx,,Breast,Normal Tissue,3.0144,2.4087,4.1835,6.6066,4.8565,4.0347,4.0807,4.3118,3.3799,4.1069,6.6507,1.9222
TARGET-10-PARLAF-04,TARGET,other,,White blood cell,Recurrent Blood Derived Cancer - Bone Marrow,0.1243,2.2016,1.0704,0.4957,0.0426,6.9113,1.3673,4.3147,4.7501,1.0286,0.8237,0.1635
TCGA-HE-A5NH-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,4.8319,8.1309,6.0144,7.6236,4.6316,2.623,3.7258,5.2555,1.0144,5.4667,4.6831,1.1763
TCGA-44-2661-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.0531,3.1715,3.4803,5.1866,3.5595,4.1318,2.757,3.6241,3.4555,3.6241,5.0592,2.101
TCGA-14-2554-01,TCGA,Tumor_TCGA,GBM,Brain,Primary Tumor,0.9107,1.9524,1.8156,4.5564,8.4729,5.3951,5.6568,2.84,3.5021,5.0726,6.4376,2.9222
GTEX-VJYA-0626-SM-4KL1S,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.2265,1.4006,2.4276,4.749,4.2861,4.8263,5.3244,4.3089,5.1997,4.8792,6.6879,1.1375
TCGA-CV-7427-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,6.1391,4.4409,6.8838,6.1235,5.211,5.0738,5.0505,5.0348,7.4872,3.861,5.7125,0.8797
TCGA-S5-A6DX-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,1.6599,1.6871,4.228,5.5838,1.7442,4.5385,2.6485,1.9184,2.1603,3.6065,4.1342,2.1375
GTEX-XMD2-1326-SM-4YCET,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.1683,2.1144,5.9502,6.4204,3.717,3.4476,3.4528,3.3631,5.9463,4.2079,6.332,1.3951
TCGA-BF-A5ES-01,TCGA,Tumor_TCGA,SKCM,Skin,Primary Tumor,0.6323,6.1762,1.3162,4.6118,0.546,3.7334,1.8238,6.5704,1.3505,6.6229,5.0103,0.7485
TCGA-EB-A3XF-01,TCGA,Tumor_TCGA,SKCM,Skin,Primary Tumor,2.7137,6.1279,4.0426,5.1474,2.0321,4.7819,1.5849,5.888,2.3132,6.3751,6.463,1.2869
TCGA-LP-A4AW-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,4.6571,3.838,6.105,5.6212,3.6077,6.8357,6.7649,4.2055,5.5537,3.4502,6.029,1.4115
TCGA-ZH-A8Y8-01,TCGA,Tumor_TCGA,CHOL,Bile duct,Primary Tumor,4.1715,4.5583,4.5179,6.2157,3.9982,4.8708,4.8773,4.8027,6.0284,5.3434,5.8458,6.0507
GTEX-132NY-1226-SM-5PNVF,GTEX,Normal_GTEx,,Lung,Normal Tissue,2.5825,2.7398,4.7612,4.9593,3.1489,6.5475,5.8497,4.3498,7.2082,4.6707,7.5701,2.1827
TCGA-CJ-5681-11,TCGA,Normal_TCGA,KIRC,Kidney,Solid Tissue Normal,2.6346,3.7528,3.5874,6.1829,3.2854,5.4709,3.1555,4.8313,4.0695,5.0583,3.7495,3.0479
TCGA-ED-A66Y-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.0704,4.6701,2.5533,5.6884,2.8053,4.2743,3.0925,5.3554,4.2327,2.3757,6.5005,9.516
GTEX-NFK9-1126-SM-3LK78,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,5.1735,1.6461,6.7988,6.7321,4.5285,5.2126,4.251,4.1018,4.9704,5.1214,5.5855,0.9336
GTEX-TML8-1226-SM-32QON,GTEX,Normal_GTEx,,Breast,Normal Tissue,2.0036,3.7824,4.337,5.5573,4.5862,4.1579,6.3478,3.8992,3.4854,4.4121,7.3572,1.3448
TCGA-AF-2692-11,TCGA,Normal_TCGA,READ,Rectum,Solid Tissue Normal,4.2623,3.585,6.9389,6.2042,4.1546,5.5774,5.926,5.0285,7.318,4.7377,6.3903,0.687
GTEX-S4P3-1526-SM-3K2AV,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,0.9107,3.3505,2.8278,3.3348,4.591,4.7032,5.8006,4.1285,4.1433,5.3413,8.4852,1.1243
TCGA-P5-A5F4-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.275,2.275,1.2987,3.4725,5.5723,4.3827,5.0112,3.1359,2.5135,5.538,6.6474,3.8389
GTEX-WFG7-2026-SM-5SI7P,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.7745,2.4568,4.7219,6.9707,5.1502,4.0313,2.85,4.2847,5.1387,4.1351,5.4016,2.7247
TCGA-94-A5I4-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.7263,5.1997,4.5392,5.4922,4.8344,8.9574,6.7046,5.0268,6.2348,2.86,5.0,1.0286
TCGA-BC-A112-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.5946,4.8895,3.3448,4.5292,4.6684,4.8176,3.1635,4.8778,4.9293,4.6398,4.4822,6.0027
TCGA-AB-2845-03,TCGA,Tumor_TCGA,LAML,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,1.1243,0.0976,2.2957,1.6135,0.0286,7.9788,2.26,2.1827,1.8074,2.0461,3.8022,0.9336
TCGA-BR-6707-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,3.7235,3.1587,3.254,4.8181,1.1699,3.9155,4.0303,3.3868,4.1538,4.1152,4.2555,0.5656
TCGA-D8-A142-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.5285,3.7027,3.0197,6.5173,3.254,4.6159,4.4389,5.3526,5.1194,6.1162,6.3172,0.8953
TCGA-25-2393-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,1.0976,0.864,3.5801,4.4835,1.0566,4.4535,4.2861,3.7345,1.9635,3.7656,3.7213,1.2326
TCGA-DX-A23Y-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,1.5607,1.7181,1.5704,4.1243,4.1538,4.7761,5.4383,6.7467,4.6843,4.5674,8.0552,1.1699
TCGA-VP-A87D-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.9982,2.111,0.9928,7.1696,3.4581,2.7181,1.546,5.5059,4.0268,3.536,5.0687,0.696
TCGA-LD-A9QF-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.8788,3.009,2.9745,11.0887,3.5285,5.6904,3.9393,4.6588,5.4226,4.6853,6.295,1.4276
GTEX-ZVT4-0226-SM-51MSD,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.0497,1.521,3.384,3.0687,4.6752,6.2719,5.7908,3.9021,4.3526,4.5921,8.0053,1.531
GTEX-QV31-0826-SM-4R1KR,GTEX,Normal_GTEx,,Colon,Normal Tissue,4.1194,2.5607,4.7985,6.1058,3.121,5.2372,4.1819,4.4202,5.9233,4.1334,5.7864,0.5261
TCGA-CA-6717-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.2265,5.4239,4.7284,6.1975,3.1375,7.1173,4.0374,5.0682,5.6404,4.2532,5.1929,1.3104
TCGA-49-4490-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.8904,6.4524,5.2195,6.7379,4.2071,3.8895,3.5261,4.5392,3.5583,4.528,5.6696,1.6553
TCGA-YU-A90W-01,TCGA,Tumor_TCGA,TGCT,Testis,Primary Tumor,2.7048,1.1177,1.0356,4.2861,2.2203,4.2456,3.854,3.7538,0.7485,3.3363,5.5601,0.5656
TCGA-HC-7232-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.0054,2.4329,1.6461,6.8685,4.3582,3.4751,3.1747,5.4239,3.9335,4.8001,5.5145,0.6599
GTEX-RM2N-1626-SM-2TF5N,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.4542,3.1795,2.1077,2.9616,3.7484,2.7887,4.3533,5.7101,2.0772,5.7522,4.3155,0.2016
TARGET-50-PALKRS-01,TARGET,other,,Kidney,Primary Solid Tumor,0.111,3.2824,2.2839,3.536,1.7181,3.6393,3.2913,2.5211,1.1635,2.3673,3.7613,1.8399
GTEX-145ME-1926-SM-5SI9S,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,0.4005,3.4006,3.6053,2.2898,5.3466,3.5644,4.2288,4.5454,2.729,5.6361,8.4666,0.7049
TCGA-DX-A1L1-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,1.4906,1.2809,2.6554,4.6662,3.7377,4.8293,6.0234,5.1444,5.1132,2.0807,7.5514,0.774
GTEX-WRHK-0001-SM-4WWDD,GTEX,Normal_GTEx,,Blood,Cell Line,0.2141,0.0566,0.4751,2.17,0.1243,6.8639,7.1821,4.1102,4.153,1.1891,0.9107,0.3896
TCGA-V7-A7HQ-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,2.541,0.687,1.3785,6.1848,0.696,3.9269,2.2326,1.9336,2.8156,3.9097,5.1538,0.9336
TCGA-F1-6875-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,5.31,4.7148,5.5166,6.4462,0.7485,5.5457,3.8146,4.7257,4.9718,4.5614,4.8812,1.0841
TCGA-BW-A5NO-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.2388,3.9212,2.0321,5.2491,3.1424,4.0798,3.6508,3.1731,5.374,3.0601,6.2348,8.3401
GTEX-13FHO-2026-SM-5J1OA,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,2.121,2.6938,3.7517,3.6311,3.3771,6.0475,4.6398,4.6507,3.8777,3.7813,8.4584,2.4329
TCGA-CZ-5463-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,1.8836,7.0805,3.9307,7.1209,7.7055,4.0557,5.7037,5.5601,2.757,5.2532,4.3582,0.5059
GTEX-12KS4-1026-SM-5FQTD,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,3.2433,1.0426,5.2927,5.4647,4.7202,5.3381,5.8815,4.3248,5.5937,4.7137,7.1799,1.4594
TCGA-DU-A5TU-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.757,0.5558,1.0356,3.2327,3.8846,3.1875,4.5236,2.8778,2.4115,4.8866,6.3608,4.8762
GTEX-TML8-1426-SM-4DXUT,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.4436,1.5361,2.4982,4.7661,4.7355,4.4873,5.864,4.4416,3.4329,5.2585,7.0296,1.0976
TCGA-JW-A5VK-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,3.9364,3.7887,4.7824,4.0566,4.1993,7.3782,6.8978,3.1359,5.5777,3.4449,4.7708,0.6508
GTEX-Y9LG-1026-SM-5IFJN,GTEX,Normal_GTEx,,Stomach,Normal Tissue,2.7463,1.8319,3.9364,5.3463,2.8032,4.4343,3.0496,3.2898,5.9289,3.6358,5.0059,1.0635
TCGA-AJ-A5DV-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,4.5242,4.3902,3.1843,5.7186,3.2032,6.1884,3.126,4.7608,3.1859,4.9741,3.8856,0.4751
TCGA-QD-A8IV-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,3.6485,3.8992,3.516,6.8682,3.2433,3.6542,4.8364,5.029,1.3448,5.5333,4.0858,2.7718
GTEX-QVUS-0006-SM-3GAE8,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.3785,0.0566,0.0,1.4751,0.0144,3.8084,0.275,4.5564,2.3978,3.5147,4.2675,2.5286
TCGA-BH-A0DT-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.6416,3.1571,2.5607,7.2577,2.7949,4.8575,4.0303,4.8619,3.6849,5.0985,5.96,0.7312
TCGA-ZG-A9NI-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,1.3951,1.8238,2.6135,5.6305,2.5631,2.1342,3.4033,3.856,3.2957,2.8738,5.6854,0.6781
GTEX-13O3Q-2126-SM-5KM4C,GTEX,Normal_GTEx,,Stomach,Normal Tissue,1.2141,1.9709,3.1143,4.784,4.4396,3.0875,6.2064,3.4114,3.2494,4.4719,7.2896,1.0841
TCGA-FD-A5BR-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,3.4276,3.5898,5.9857,7.0477,4.1683,5.409,5.8599,3.9279,4.1375,3.7623,4.7549,0.8718
GTEX-WYJK-0126-SM-3NMAB,GTEX,Normal_GTEx,,Skin,Normal Tissue,3.957,2.275,5.1043,7.2359,5.856,4.5273,3.849,4.238,5.2211,4.6011,6.3065,2.7159
TCGA-BH-A0DX-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.4403,2.1667,2.3841,5.6899,2.1635,4.8962,4.3052,6.225,4.8659,4.278,7.2626,1.1827
TCGA-50-5946-02,TCGA,Tumor_TCGA,LUAD,Lung,Recurrent Tumor,2.1571,5.8919,4.9882,7.1956,5.9621,5.2142,4.6662,4.852,5.3459,4.8354,6.6568,1.269
TCGA-50-5946-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,0.8797,6.0828,5.4205,8.147,5.4624,5.463,2.8894,4.0917,5.1894,5.0426,5.1631,1.3104
TCGA-61-2092-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,4.5097,4.4751,2.5485,6.944,2.2898,4.9653,2.6206,4.4249,2.7634,4.4816,1.9107,0.0704
TCGA-A6-6782-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,3.7082,4.2032,4.368,5.7735,2.7247,6.2426,4.5741,4.797,5.213,4.5242,6.55,1.6276
GTEX-13G51-2726-SM-5LZZ9,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.111,2.1177,1.5753,3.4101,1.5558,5.1239,3.9882,4.0285,1.3392,3.7803,4.2517,0.1243
TCGA-CR-7364-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,5.5565,5.6809,7.024,6.9012,9.3427,5.3729,7.3361,5.0913,5.0631,4.9546,5.1791,0.2388
TCGA-AB-2893-03,TCGA,Tumor_TCGA,LAML,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,2.111,0.0,0.3334,0.9411,0.0,5.5519,4.3646,4.7729,5.6023,4.756,4.6392,2.7887
GTEX-QVJO-0011-R5A-SM-2S1QM,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.4751,0.6599,1.4854,4.0747,3.4854,4.7143,3.0304,2.8319,1.6826,5.7395,6.5168,2.5084
TCGA-DU-A76K-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.2016,1.7049,1.1375,4.7241,5.4469,4.9882,5.8666,3.0993,3.85,5.6783,7.4368,2.6938
TCGA-CI-6620-01,TCGA,Tumor_TCGA,READ,Rectum,Primary Tumor,4.5329,4.8089,5.4346,6.4606,3.342,7.4054,4.009,5.7125,5.5988,4.1035,4.5416,0.8718
TCGA-43-6143-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.4269,4.9054,3.8748,6.3294,5.6215,8.7453,4.4115,5.3212,4.4121,4.3998,5.4083,0.7049
TCGA-B6-A0RU-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.1276,3.5135,3.0462,5.8924,3.7898,6.5094,4.2195,4.6628,4.6513,5.2253,5.5835,0.8797
TCGA-FV-A3I1-11,TCGA,Normal_TCGA,LIHC,Liver,Solid Tissue Normal,0.1243,4.2134,2.5533,3.9495,3.958,2.9336,1.7093,3.6837,3.4828,0.6323,6.4725,9.1174
TCGA-D3-A3MU-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,1.5753,6.1377,3.2479,5.2799,0.7824,4.8495,2.2869,6.3012,3.7656,6.9214,6.7651,0.5261
GTEX-Q2AG-0926-SM-48U1Q,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.774,2.3813,3.5285,6.6789,4.0909,4.4712,6.4652,4.8385,5.0325,6.6731,9.0653,1.3045
TARGET-10-PAPLDM-04,TARGET,other,,White blood cell,Recurrent Blood Derived Cancer - Bone Marrow,0.189,0.0,0.2016,1.546,0.0,5.0721,2.4462,4.1803,3.2615,0.263,1.5008,1.6645
GTEX-WYBS-2426-SM-4ONDI,GTEX,Normal_GTEx,,Ovary,Normal Tissue,0.0426,0.1763,1.86,4.9044,3.0583,7.186,3.0892,3.406,4.0426,1.1375,7.5575,0.9486
TCGA-A6-2674-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,3.4296,3.717,2.7037,3.2773,3.0144,7.382,2.8768,4.6957,4.4499,4.0121,4.8442,0.5705
GTEX-ZYW4-1326-SM-5E45N,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.4515,2.462,6.0264,6.0351,4.6479,5.3526,4.3241,3.6029,5.9415,4.3147,6.686,1.1243
TCGA-G9-6369-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,0.9336,0.4114,0.7991,6.0955,2.462,0.8875,1.8836,3.342,4.1227,2.2449,3.3059,0.2869
TCGA-CN-6018-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,5.7347,4.0934,6.0088,4.9486,6.9804,7.275,5.7892,5.3491,6.4041,3.332,5.963,0.9928
TCGA-V1-A9OL-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.1043,2.0531,2.0215,6.9445,3.5862,4.5317,2.5235,5.4614,4.2957,3.7559,5.3484,0.5946
GTEX-XQ3S-1526-SM-4BOOC,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.1482,2.0531,4.85,6.567,5.84,4.4835,4.2795,3.9964,4.2675,3.9891,6.0963,2.9909
TCGA-BH-A18U-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.8629,0.4854,1.4436,10.9519,4.2979,6.8353,6.1358,4.2563,4.5982,3.8953,4.9203,0.669
GTEX-WWYW-1126-SM-3NB2Q,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.251,2.189,3.9411,4.3957,2.7824,5.3795,6.3737,3.3075,5.3635,4.1811,7.0575,1.903
GTEX-13PDP-0126-SM-5L3HD,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.0951,2.6439,5.8664,6.2495,6.7176,4.8283,4.2987,4.0993,4.2172,3.8689,5.9373,2.084
GTEX-1313W-1126-SM-5EQ5U,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.3219,1.1506,3.0496,5.5604,2.2016,4.2883,6.3832,3.6369,5.5957,3.8748,6.5444,0.6508
TCGA-G2-A2EC-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,2.7761,4.6058,4.3219,6.6339,4.4906,4.2547,5.898,3.8207,2.3477,3.8084,5.5844,0.4854
